Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
1,A,1,A1,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
5,B,1,B1,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
2,C,1,C1,95,3,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
6,D,1,D1,95,3,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
3,E,1,E1,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
7,F,1,F1,95,3,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
4,G,1,G1,95,2,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
8,H,1,H1,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
9,A,2,A2,95,2,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
13,B,2,B2,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
10,C,2,C2,95,4,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
14,D,2,D2,95,4,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
11,E,2,E2,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
15,F,2,F2,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
12,G,2,G2,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
16,H,2,H2,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
17,A,3,A3,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
21,B,3,B3,95,2,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
18,C,3,C3,95,4,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
22,D,3,D3,95,3,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
19,E,3,E3,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
23,F,3,F3,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
20,G,3,G3,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
24,H,3,H3,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
25,A,4,A4,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
29,B,4,B4,95,4,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
26,C,4,C4,95,2,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
30,D,4,D4,95,3,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
27,E,4,E4,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
31,F,4,F4,95,1,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
28,G,4,G4,95,3,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
32,H,4,H4,95,3,,,escalate_MathematicaUniformRandom_1,escalate_2.52,sampled from max vol of 500 for all reagents,
33,A,5,A5,,,,,,,,
37,B,5,B5,,,,,,,,
34,C,5,C5,,,,,,,,
38,D,5,D5,,,,,,,,
35,E,5,E5,,,,,,,,
39,F,5,F5,,,,,,,,
36,G,5,G5,,,,,,,,
40,H,5,H5,,,,,,,,
41,A,6,A6,,,,,,,,
45,B,6,B6,,,,,,,,
42,C,6,C6,,,,,,,,
46,D,6,D6,,,,,,,,
43,E,6,E6,,,,,,,,
47,F,6,F6,,,,,,,,
44,G,6,G6,,,,,,,,
48,H,6,H6,,,,,,,,
49,A,7,A7,,,,,,,,
53,B,7,B7,,,,,,,,
50,C,7,C7,,,,,,,,
54,D,7,D7,,,,,,,,
51,E,7,E7,,,,,,,,
55,F,7,F7,,,,,,,,
52,G,7,G7,,,,,,,,
56,H,7,H7,,,,,,,,
57,A,8,A8,,,,,,,,
61,B,8,B8,,,,,,,,
58,C,8,C8,,,,,,,,
62,D,8,D8,,,,,,,,
59,E,8,E8,,,,,,,,
63,F,8,F8,,,,,,,,
60,G,8,G8,,,,,,,,
64,H,8,H8,,,,,,,,
65,A,9,A9,,,,,,,,
69,B,9,B9,,,,,,,,
66,C,9,C9,,,,,,,,
70,D,9,D9,,,,,,,,
67,E,9,E9,,,,,,,,
71,F,9,F9,,,,,,,,
68,G,9,G9,,,,,,,,
72,H,9,H9,,,,,,,,
73,A,10,A10,,,,,,,,
77,B,10,B10,,,,,,,,
74,C,10,C10,,,,,,,,
78,D,10,D10,,,,,,,,
75,E,10,E10,,,,,,,,
79,F,10,F10,,,,,,,,
76,G,10,G10,,,,,,,,
80,H,10,H10,,,,,,,,
81,A,11,A11,,,,,,,,
85,B,11,B11,,,,,,,,
82,C,11,C11,,,,,,,,
86,D,11,D11,,,,,,,,
83,E,11,E11,,,,,,,,
87,F,11,F11,,,,,,,,
84,G,11,G11,,,,,,,,
88,H,11,H11,,,,,,,,
89,A,12,A12,,,,,,,,
93,B,12,B12,,,,,,,,
90,C,12,C12,,,,,,,,
94,D,12,D12,,,,,,,,
91,E,12,E12,,,,,,,,
95,F,12,F12,,,,,,,,
92,G,12,G12,,,,,,,,
96,H,12,H12,,,,,,,,
